,Song Name,Artist Name,Artist Popularity,Artist Genres,Artist Followers,Danceability,Energy,Track ID,Loudness,Speechiness,Acousticness,Tempo,Key,Instrumentalness,Lyrics,Popularity,Liveness,Valence,Time Signature List,Duration,Hit,Artist Hit
330,Daddy's Eyes,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.285,0.924,7I7GnoBfRuzdPQAdLXKycH,-5.028,0.0991,0.00227,132.673,4,0.00264,ill tell wanna know boy better listen close people gonna tell lie dont let come surprise woman back know shes got best intention begin realize know got daddy eye there something wanna say love got nothing id like stay cant ive fooling around know called never even knew hurting,42,0.275,0.269,4,254787,0,1
331,Sam's Town - Live From Abbey Road / 2006,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.53,0.444,3Va8YnnKB5c21OyB4B0DKo,-8.221,0.044,0.765,133.992,6,0,nobody ever dream round dont really mind starting get nobody ever pull seam round dont really mind starting get ive got energy beneath foot like something underground gonna come carry ive got sentimental heart beat dont really mind starting get waste time answer question mind im sick judge scared theyll find,45,0.394,0.273,4,223720,0,1
332,Romeo And Juliet,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.61,0.397,1kfrnPViuzKdNwmH21ehLg,-8.47,0.0266,0.43,84.352,9,8.89E-06,lovestruck romeo sings street serenade laying everybody low love song made find streetlight step shade say something like babe juliet say hey romeo nearly gave heart attack underneath window singing hey la boyfriend back come around singing people like anyway gonna juliet dice loaded start bet exploded heart forget forget movie song gonna realize time wrong juliet come different street street shame dirty mean yes dream,59,0.239,0.347,4,327867,1,1
333,Mr. Brightside - Jacques Lu Cont's Thin White Duke Mix,The Killers,80,"['indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",3950428,0.56,0.744,46gog9DTymoam1Atq4xpDl,-6.671,0.0296,0.0101,133.994,1,0.00183,comin cage ive doin fine gotta gotta want started kiss end like kiss kiss im falling asleep shes calling cab he havin smoke shes takin drag theyre goin bed stomach sick head shes touching chest take dress let go cant look killing taking control,48,0.119,0.394,4,528027,1,1
334,Alexander Hamilton,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.609,0.435,4TTV7EcfroSLWzXRY6gLv6,-7.862,0.284,0.524,131.998,11,0,bastard orphan son whore scotsman dropped middle forgotten spot caribbean providence impoverished squalor grow hero scholar tendollar founding father without father got lot farther working lot harder lot smarter selfstarter fourteen placed charge trading charter every day slave slaughtered carted away across wave struggled kept guard inside longing something part brother ready beg steal borrow barter hurricane came devastation reigned man saw future drip dripping drain put pencil temple connected brain wrote first refrain testament pain well word got around said kid insane man took collection send mainland get education dont forget whence came world gonna know name whats name man alexander hamilton name alexander hamilton there million thing havent done wait wait ten father split full debtridden two year later see alex mother bedridden halfdead sittin sick scent thick alex got better mother went quick moved cousin cousin committed suicide,72,0.118,0.563,4,236738,1,0
335,"Aaron Burr, Sir",Lin-Manuel Miranda,77,"['hollywood', 'show tunes']",139490,0.646,0.438,6dr7ekfhlbquvsVY8D7gyk,-10.837,0.808,0.271,160.433,8,0,pardon aaron burr sir depends who asking oh well sure sir im alexander hamilton im service sir looking im getting nervous sir heard name princeton seeking accelerated course study got sort sort buddy may punched blur sir handle financials punched bursar yes wanted graduate two join revolution looked like stupid im stupid howd howd graduate fast parent dying wish passed youre orphan course im orphan god wish war could prove worth anyone bargained,70,0.0945,0.524,4,156631,1,1
336,My Shot,Lin-Manuel Miranda,77,"['hollywood', 'show tunes']",139490,0.829,0.649,4cxvludVmQxryrnx1m9FqL,-6.764,0.317,0.15,90.936,8,0,throwing away shot throwing away shot hey yo im like country im young scrappy hungry im throwing away shot im get scholarship king college probly shouldnt brag dag amaze astonish problem got lot brain polish gotta holler heard every word drop knowledge im diamond rough shiny piece coal tryin reach goal power speech unimpeachable nineteen mind older new york city street get colder shoulder evry burden evry disadvantage learned manage dont gun brandish walk street famished plan fan spark flame damn getting dark let spell name alexanderwe aremeant colony run independently meanwhile britain keep shittin u endlessly essentially tax u relentlessly king george turn around run spending spree aint ever gonna set descendant free revolution century enter dont shocked histry book mention lay life set u free eventually youll see ascendancy throwing away shot shot throwing away shot shot hey yo im like country im young scrappy hungry im throwing away shot im throwing away shot throwing away shot throwing away shot hey yo im like country im young scrappy hungry im throwing away shot time take shot dream life without monarchy unrest france lead onarchy onarchy say say anarchy fight make side panicky shot yo im tailor apprentice got yall knucklehead loco parentis im joining rebellion cuz know chance socially advance instead sewin pant im gonna take shot well never truly free,71,0.0904,0.569,4,333154,1,1
337,The Story Of Tonight,Lin-Manuel Miranda,77,"['hollywood', 'show tunes']",139490,0.407,0.237,0NJWhm3hUwIZSy5s0TGJ8q,-10.579,0.053,0.835,95.111,9,0,may live see glory may live see glory gladly join fight gladly join fight child tell story child tell story theyll tell story tonight let another round tonight let another round tonight let another round tonight,68,0.648,0.612,3,91981,1,1
338,The Schuyler Sisters,Renée Elise Goldsberry,65,['hollywood'],7527,0.74,0.727,71X7bPDljJHrmEGYCe7kQ8,-6.253,0.278,0.186,101.408,2,0,burr there nothing rich folk love going downtown slummin poor pull carriage gawk student common watch talk take philip schuyler man loaded uhoh little know daughter peggy angelica eliza sneak city watch guy company work work angelica angelica company work work eliza eliza peggy peggy company work work schuyler sister angelica angelica peggy peggy eliza eliza company work peggy daddy said home sundown angelica daddy doesnt need know peggy daddy said go downtown eliza like said youre free go angelica butlook around look around revolution happening new york elizapeggy new york company angelica schuyler isters company work peggy bad enough daddy want go war eliza people shouting square peggy bad enough therell violence shore angelica new idea air angelica male ensemble look around look around eliza angelica remind looking en shes lookin angelica company eliza im lookin mind work work work im lookin mind work work work im lookin mind work work work,71,0.627,0.792,4,186543,1,0
339,Farmer Refuted,Thayne Jasperson,52,[],986,0.795,0.409,2G9lekfCh83S0lt2yfffBz,-8.334,0.372,0.684,77.879,9,0,hear ye hear ye name samuel seabury present free thought proceeding continental congress heed rabble scream revolution interest heart oh god tear dude apart chaos bloodshed solution dont let lead astray congress speak let theyre playing dangerous game pray king show mercy shame shame yo seabury hed unravel heed rabble sound scream scream revolution comin revolution havenots gonna win interest,67,0.0548,0.578,3,112742,1,0
340,You'll Be Back,Jonathan Groff,63,"['hollywood', 'show tunes']",21966,0.607,0.467,6OG1S805gIrH5nAQbEOPY3,-7.556,0.0581,0.391,121.741,0,0,say price love price youre willing pay cry tea hurled sea see go sad remember made arrangement went away youre making mad remember despite estrangement im man youll back soon youll see youll remember belong youll back time tell youll remember served well ocean rise empire fall seen,70,0.132,0.434,4,208321,1,0
341,Right Hand Man,Lin-Manuel Miranda,77,"['hollywood', 'show tunes']",139490,0.68,0.413,3nJYcY9yvKP8Oi2Ml8brXt,-9.41,0.492,0.177,158.58,8,0,british admiral howe got troop water thirtytwo thousand troop new york harbor thirtytwo thousand troop new york harbor surround troop surround troop surround troop kid caribbean wished war knew poor knew way rise tell story either gonna die battlefield glory rise fight land there one man give u command rise understand way rise rise come come general lady gentleman come general moment youve waiting come general pride mount vernon come general george washington outgunned outmanned outnumbered outplanned boom boom boom boom boom gotta make allout stand hey yo im gonna need righthand man boom boom boom boom boom check real second millisecond let guard tell people feel second im model modern major general venerated virginian veteran whose men lining put pedestal writing letter relative embellishing elegance eloquence elephant room truth face hear british cannon go boom hope success fleeting keep leading people im leading keep retreating put stop bleeding british take brooklyn knight take rook look outgunned outmanned outnumbered outplanned boom boom boom boom boom gotta make allout stand hey yo im gonna need righthand man boom boom boom boom boom,68,0.205,0.384,4,321697,1,1
342,A Winter's Ball,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.856,0.327,2yBMVrq96wb9OHbMdBs0lF,-10.834,0.452,0.41,131.352,8,0,bastard orphan son whore go grow phenomenon watch obnoxious arrogant loudmouth bother seated right hand father washington hire hamilton right sight hamilton still want fight write hamilton skill quill undeniable common reliable lady,67,0.0889,0.701,4,69901,1,0
343,Helpless,Phillipa Soo,70,['hollywood'],11743,0.688,0.491,54Sc7mZQ1RM03STpk4SfaA,-7.494,0.269,0.335,79.011,5,0,hey hey hey hey ohh hey hey hey hey dooo hey hey hey hey ohh hey hey hey hey dooo boy got hey hey hey helpless look eye sky limit im helpless count im drownin em never type try grab spotlight revel rebel hot night laughin sister shes dazzling room walked heart went boom tryin catch eye side ballroom everybodys dancin band top volume grind rhythm wine dine grab sister whisper yo one mine sister made way across room oooh got nervous thinking whats gonna oooh grabbed arm im thinkin im oooh look back suddenly im helpless helpless oh look eye look eye sky limit oh im yeah im helpless helpless know count im drownin em im helpless im look eye sky limit im helpless know im count count im drownin em im drownin em taking,70,0.0914,0.737,4,249771,1,0
344,Satisfied,Renée Elise Goldsberry,65,['hollywood'],7527,0.706,0.593,3dP0pLbg9OfVwssDjp9aT0,-8.581,0.0902,0.287,123.774,5,0,alright alright thats im talkin everyone give maid honor angelica schuyler toast groom groom groom groom bride bride bride bride sister angelica angelica angelica always side side side union union revolution hope provide fly provide may always always satisfied rewind rewind remember night might regret night rest day remember soldier boy tripping win praise remember dreamlike candlelight like dream cant quite place alexander ill never forget first time saw face never intelligent eye hungerpang frame said hi forgot dang name set heart aflame evry part aflame game strike woman never satisfied im sure dont know mean forget youre like im never satisfied right never satisfied name angelica schuyler,71,0.15,0.481,4,329228,1,0
345,The Story of Tonight - Reprise,Anthony Ramos,70,['hollywood'],23082,0.724,0.305,1CzeuSrm71wHP9qsjg7p3F,-12.763,0.258,0.676,81.874,5,0,may live see glory may live see glory ive seen wonder great small ive seen wonder great small cause tomcat get married alexander get married there hope as raise glass freedom hey something never see matter tell let another round tonight raise glass four u ho newly poor u woo well tell story tonight let another round,66,0.128,0.595,4,115880,1,0
346,Wait For It,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.561,0.474,7EqpEBPOohgk7NnKvBGFWo,-9.638,0.155,0.125,86.897,6,5.07E-06,theodosia writes letter everyday im keeping bed warm husband away he british side georgia he trying keep colony line keep georgia theodosia shes mine love doesnt discriminate sinner saint take take take keep loving anyway laugh cry break make mistake there reason im side many tried im willing wait im willing wait grandfather fire brimstone preacher thing homily hymn wont teach ya mother genius father commanded respect died left instruction,70,0.0922,0.513,4,193750,1,0
347,Stay Alive,Original Broadway Cast of Hamilton,77,"['broadway', 'hollywood']",194409,0.72,0.415,27MB0qHaYAZiTlwg25js1Y,-10.394,0.396,0.475,159.654,0,0,stay alive stay alive never seen general despondent taken writing correspondence congress writes george attack british force shoot back resorted eating horse local merchant deny u equipment assistance take british money sing song sixpence cavalry coming sir alex listen there one way u win provoke outrage outright thats right dont engage strike night remain relentless til troop take flight make impossible justify cost fight outrun outrun outlast outlast hit em quick get fast chickaplao,66,0.0995,0.575,4,159103,1,1
348,Ten Duel Commandments,Anthony Ramos,70,['hollywood'],23082,0.886,0.522,3lXyAQ0kekAvY5LodpWmUs,-8.187,0.662,0.0692,77.934,10,0,one two three four five six seven eight nine ten duel commandment ten duel commandment number one challenge demand satisfaction apologize need action number two dont grab friend thats second lieutenant there reckoning reckoned number three second meet face face negotiate peace negotiate time place commonplace specially tween recruit dispute die one shoot number four,66,0.617,0.834,4,106646,1,0
349,Meet Me Inside,Lin-Manuel Miranda,77,"['hollywood', 'show tunes']",139490,0.732,0.643,6p7jXaTJdpzGWnOJoK2jYr,-8.318,0.474,0.378,88.544,10,0,lee yield shot side yes yield im satisfied yo gotta clear field go come general fun meaning mr burr get medic general yes sir lee never agree believe young men dont speak thank service let ride hamilton sir meet inside,65,0.363,0.644,4,83632,1,1
350,That Would Be Enough,Phillipa Soo,70,['hollywood'],11743,0.473,0.2,6oF8ueLn5hIl4PRp17sxW6,-10.276,0.0357,0.818,137.189,2,0,look around look around lucky alive right look around look around long known month eliza told wrote general month ago begged send home told im sorry knew youd fight war,66,0.115,0.186,4,178446,1,0
351,Guns and Ships,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.715,0.666,7m9XR7FquXLP1FewdAcNS9,-6.914,0.322,0.399,137.906,7,0,ragtag volunteer army need shower somehow defeat global superpower emerge victorious quagmire leave battlefield waving betsy ross flag higher yo turn secret weapon immigrant know love who unafraid step he constantly confusin confoundin british henchman evryone give america favorite fighting frenchman lafayette im takin horse rein makin redcoat redder bloodstain lafayette im never gonna stop make em drop burn em scatter remains im lafayette watch engagin em escapin em enragin em im lafayette,69,0.0844,0.384,4,127578,1,0
352,History Has Its Eyes On You,Christopher Jackson,67,['hollywood'],14258,0.436,0.373,1mGO8rwCE9zk7H06OxcU5m,-9.769,0.0298,0.803,77.614,0,0,younger given first command led men straight massacre witnessed death firsthand made every mistake felt shame rise,66,0.123,0.27,4,97050,1,0
353,Yorktown ,Original Broadway Cast of Hamilton,77,"['broadway', 'hollywood']",194409,0.759,0.882,733tju3KUeatsbjcTRQ04i,-5.397,0.251,0.297,98.012,9,0,battle yorktown 1781 monsieur hamilton monsieur lafayette command belong say sweat finally field weve quite run immigrant get job done happens win go back france bring freedom people im given chance well go lead men see side til meet let go throwin away shot throwin away shot hey yo im like country im young scrappy hungry im throwin away shot throwin away shot til world turn upside til world turn upside imagine death much feel like memory get foot enemy ahead end least friend weapon hand command men remember elizas expecting elizas expecting gotta go gotta get job done,67,0.727,0.51,4,242588,1,1
354,What Comes Next?,Jonathan Groff,63,"['hollywood', 'show tunes']",21966,0.515,0.302,3D4J0o9w44QKFrBrYrSVJY,-10.882,0.0802,0.603,114.832,7,0,say price war price willing pay insane cheat french fighting france spain blue thought made arrangement went away mine subdue even despite estrangement,66,0.199,0.276,4,99343,1,0
355,Dear Theodosia,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.601,0.222,2sEq2rC3ynYsT49x7utWnd,-10.485,0.0303,0.906,106.754,9,4.11E-05,dear theodosia say eye mother name came world cried broke heart im dedicating every day domestic life never quite style smile knock fall apart thought smart come age young nation well bleed fight well make right lay strong enough foundation well pas well give world youll blow u away,67,0.0723,0.271,4,184004,1,0
356,Non-Stop,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.772,0.482,7qfoq1JFKBUEIvhqOHzuqX,-9.529,0.351,0.211,92.017,6,0,war went back new york aafter war went back new york finished study practiced law practiced law burr worked next door even though started time alexander hamilton began climb account rise top maaaaan man nonstop gentleman jury im curious bear aware making histry first murder trial brandnew nation liberty behind deliberation nonstop intend prove beyond shadow doubt assistant counsel cocounsel hamilton sit client levi week innocent call first witness thats say okay one thing assume youre smartest room assume youre smartest room assume youre smartest room soon attitude may doom write like youre running time write day night like youre running time evry day fight like youre running time keep fighting meantime nonstop corruption old song sing along harmony nowhere stronger albany colony economy increasingly stalling honestly thats he public service seems calling nonstop practiced law practicly perfected ive seen injustice world ive corrected strong central democracy ill socrates throwing verbal rock mediocrity hamilton constitutional convention chosen constitutional convention new york junior delegate im going say may sound indelicate go proposes form government plan new form government talk six hour convention listless bright young man yo eff always say believe always always say believe say believe evry proclamation guarantee free ammunition enemy awww write like going style going style hey write day night like going style going style hey evry day fight like going style alexander aaron burr sir,68,0.223,0.441,4,385438,1,0
357,What'd I Miss,Daveed Diggs,71,[],15416,0.539,0.577,2W9u3whoCkQYOUbmnSrHi1,-7.762,0.386,0.169,177.786,7,0,seventeen se se seventeen se se seventeen 1789 bastard orphan immigrant decorated war vet unite colony debt fight founding father til forfeit lose ready yet treasury secretary washington president evry american experiment set precedent fast someone came along resist pissed twoparty system havent met yet havent chance cause he kickin as ambassador france someone gotta keep american promise simply must meet thomas thomas thomas jefferson coming home thomas jefferson coming home thomas jefferson coming home thomas jefferson coming home thomas jefferson coming home lord he paris long aaaooo aaaooo france following u revolution status quo sun come world still spin aaaooo helped lafayette draft declaration said gotta go gotta monticello work,66,0.14,0.319,4,236701,1,0
358,Cabinet Battle #1,Christopher Jackson,67,['hollywood'],14258,0.722,0.658,3TfKt8mPpdXfQTMfRjHzyz,-7.762,0.389,0.0859,87.142,11,0,nan,66,0.489,0.526,4,215227,1,0
359,Take A Break,Phillipa Soo,70,['hollywood'],11743,0.552,0.371,2qFIJT5hjqaNFA1GKwl9me,-9.426,0.24,0.586,81.226,8,0,un deux trois quatre cinq six sept huit neuf good un deux trois quatre cinq six sept huit neuf sept huit neuf sept huit neuf one two three four five six seven eight nine dearest angelica tomorrow tomorrow tomorrow creep petty pace day day trust youll understand reference another scottish tragedy without name play think macbeth ambition folly im polymath pain as massive pain madison banquo jefferson macduff birnam wood congress way dunsinane ocean away live ocean away thought subside get another letter cannot put notion away take break way there little surprise supper cannot wait ill minute save plate alexander okay okay son nine year old today something hed like say he practicing day philip take away daddy daddy look name philip poet wrote poem show turned nine write rhyme cant write mine practice french,66,0.18,0.587,4,286486,1,0
360,Say No To This,Jasmine Cephas-Jones,59,[],4649,0.754,0.535,3s9itRgJYcKhem01P17865,-8.156,0.306,0.464,81.028,9,0,burr there nothing like summer city someone stress meet someone looking pretty there trouble air smell alexander ill let tell hamilton hadnt slept week weak awake never seen bastard orphan need break longing angelica missing wife thats miss maria reynolds walked life said maria know man honor im sorry bother home dont know go came alone hamilton said maria husband doin wrong beatin cheatin mistreatin suddenly he gone dont mean go hamilton offered loan offered walk home said maria youre kind sir hamilton gave thirty buck socked away lived block away said maria one mine sir hamilton said well head back home turned red led bed let leg spread said maria stay hamilton hey maria hey hamilton thats began pray lord show say dont know say god look helpless body saying hell yes maria whoa hamilton nooo show,66,0.19,0.395,4,242017,1,0
361,The Room Where It Happens,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.638,0.49,2TK2KSrzXD6W01qjXVjNGh,-9.382,0.427,0.27,173.552,4,0,ah mister secretary mister burr sir didya hear news good old general mercer know clermont street yeah renamed mercer legacy secure sure die thats lot le work oughta give try ha howre gonna get debt plan guess im gonna finly listen really talk le smile ha ha whatever take get plan congress floor madison jefferson merciless well hate sin love sinner hamilton im sorry burr ive gotta go decision happening dinner two virginian immigrant walk room diametricly opposed foe emerge compromise opened door previously closed bros immigrant emerges unprecedented financial power system shape however want virginian emerge nation capital here pièce de résistance one else room happened room happened room happened one else room happened room happened room happened one really know game played art trade sausage get made assume happens one else room happens thomas claim alexander washington doorstep one day distress n disarray thomas claim alexander said ive nowhere else turn basicly begged join fray thomas claim approached madison said,67,0.657,0.511,4,318215,1,0
362,Schuyler Defeated,Anthony Ramos,70,['hollywood'],23082,0.745,0.597,05bhmaAD1urZnQMWNd6p3S,-10.422,0.257,0.236,102.108,0,0,look grandpa paper war hero philip schuyler loses senate seat young upstart aaron burr grandpa lost seat senate sometimes thats go daddy gonna find minute im sure already know,63,0.157,0.842,4,63558,1,0
363,Cabinet Battle #2,Christopher Jackson,67,['hollywood'],14258,0.754,0.539,6KRHMYPIWRgFWlXPgqO2Fp,-9.117,0.537,0.0582,99.456,11,0,nan,64,0.353,0.519,4,142640,1,0
364,Washington On Your Side,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.884,0.521,1WHNqqRWhJVZIdCScFKtl5,-10.216,0.348,0.165,134.055,10,0,must nice must nice washington side every action equal opposite reaction thanks hamilton cabinet fractured faction try crack stress breaking like fraction smack press dont print retraction get satisfaction witnessing fit passion way primps preens dress like pit fashion poorest citizen farmer live ration ration wall street robs em blind search chip cash prick asking someone bring task somebody give dirt vacuous mask last unmask ill pull trigger someone load gun cock watching got washington pocket must nice must nice washington side must nice must nice,64,0.0756,0.425,4,181478,1,0
365,One Last Time,Christopher Jackson,67,['hollywood'],14258,0.535,0.421,0Iys022UwQ8xBfxE1g4nWZ,-9.624,0.268,0.633,132.044,8,0,mr president asked see know youre busy need sir sir want give word warning sir dont know heard whatever jefferson started thomas jefferson resigned morning youre kidding need favor whatever say sir jefferson pay behavior shh talk le ill use press ill write pseudonym youll see need draft address yes resigned finally speak mind he stepping run president ha good luck defeating sir im stepping im running president im sorry,65,0.0805,0.398,3,296388,1,0
366,I Know Him,Jonathan Groff,63,"['hollywood', 'show tunes']",21966,0.67,0.436,4eeN8erNIbW2osT0knz5vT,-8.636,0.364,0.649,121.583,0,0,king george say george washington yielding power stepping away true wasnt aware something person could im perplexed gonna keep replacing whoevers charge who next there nobody else country loom quite large,63,0.722,0.378,4,97980,1,0
367,The Adams Administration,Original Broadway Cast of Hamilton,77,"['broadway', 'hollywood']",194409,0.8,0.388,68Ijc4fPmT3P5BN6Vrl2s2,-10.313,0.51,0.503,130.14,1,0,hamilton shorttempered protean creator coast guard founder new york post ardently abuse cabnet post destroy reputation welcome folk adam administration jefferson runnerup,63,0.121,0.783,4,54840,1,1
368,We Know,Lin-Manuel Miranda,77,"['hollywood', 'show tunes']",139490,0.718,0.484,1DLfR4MOfLYbV6v3xrmWa8,-10.376,0.522,0.312,113.865,11,0,hamilton mr vice president mr madison senator burr jefferson check stub separate account madison almost thousand dollar paid different amount burr mr james reynolds way back 1791 hamilton done madison uniquely situated virtue position jefferson though virtue word id apply situation madison seek financial gain stray sacred mission jefferson evidence suggests engaged speculation,63,0.127,0.692,4,142044,1,1
369,Hurricane,Lin-Manuel Miranda,77,"['hollywood', 'show tunes']",139490,0.453,0.546,16sNPUamj4vnA7uQLozRpU,-7.952,0.309,0.762,171.284,0,0,eye hurricane quiet moment yellow sky seventeen hurricane destroyed town didnt drown couldnt seem die wrote way wrote everything far could see wrote way looked town eye passed plate around total stranger moved kindness story raised enough book passage ship new york bound,63,0.0966,0.398,5,143551,1,1
370,The Reynolds Pamphlet,Original Broadway Cast of Hamilton,77,"['broadway', 'hollywood']",194409,0.752,0.576,7D1Lf7N7AtCuEq5PGJtIPz,-8.539,0.295,0.0282,141.999,0,0,reynolds pamphlet read alexander hamilton torrid affair wrote right highlight charge connection one james reynolds purpose improper speculationmy real crime amorous connection wife considerable time knowing consent damn frequent meeting house house house damn mr hamilton child absent,64,0.129,0.534,4,128471,1,1
371,Burn,Phillipa Soo,70,['hollywood'],11743,0.583,0.428,4B3qvzOMzLQXLeYgPsG3KA,-9.13,0.0517,0.752,99.605,2,0,saved every letter wrote moment read knew mine said mine thought mine know angelica said saw first letter arrive said careful one love take survive word flooded sens sentence left defenseless built palace paragraph built cathedral im rereading letter wrote im searching scanning answer every line kind sign,68,0.102,0.254,3,225241,1,0
372,Blow Us All Away,Anthony Ramos,70,['hollywood'],23082,0.821,0.451,6lsFGDo1IEEPFKh94c9kFe,-10.178,0.427,0.388,88.543,9,0,meet latest graduate king college probably shouldnt brag dag amaze astonish scholar say got virtuosity brain pop lady say brain resemblance stop im nineteen mind older gotta man like father bolder shoulder legacy pride used hear say someday would blow u away lady im looking mr george eacker made speech last week fourth july speaker disparaged father legacy front crowd cant im making father proud saw broadway couple block going see play well ill go visit box god youre fox hey yall look pretty good frock bout get back strip sock okay yeah blow blow blow u away george george shh im tryna watch show shouldve watched mouth talked father though,63,0.563,0.675,4,173594,1,0
373,Stay Alive - Reprise,Lin-Manuel Miranda,77,"['hollywood', 'show tunes']",139490,0.546,0.246,2ydKgIVZAQXeYLWtxU8DFS,-13.754,0.261,0.535,160.034,0,0,stay alive stay alive son mister hamilton come brought half hour ago lost lot blood way alive yes understand bullet entered hip lodged right arm see please im everything wound already infected arrived philip pa exactly said pa held head high,62,0.0801,0.427,4,111553,1,1
374,It's Quiet Uptown,Renée Elise Goldsberry,65,['hollywood'],7527,0.519,0.187,40LYL1Z6xgCn5cBybo5K0D,-14.076,0.0421,0.796,129.442,5,0,angelica moment word dont reach suffering terrible name hold child tight push away unimaginable moment youre deep feel easier swim angelicaensemble hamilton move uptown learn live unimaginable hamilton spend hour garden walk alone store quiet uptown never liked quiet take child church sunday sign cross door pray never used happen angelica woman see street walking talking pity hamilton philip would like uptown quiet uptown angelica woman working unimaginable en,65,0.0785,0.226,4,270172,1,0
375,The Election of 1800,Daveed Diggs,71,[],15416,0.731,0.42,0LpHC9mhPAQC98IjXZIrif,-10.199,0.463,0.319,67.41,10,0,ensemble election 1800 jefferson get back politics madison please jefferson yo evry action equal opposite reaction john adam shat bed love guy he traction poor alexander hamilton missing action im facing jefferson madison aaron burr jefferson faction madison he attractive north new yorkers like chance jefferson he forthcoming particular stance madison ask question glance obfuscates dance jefferson say im francophile least know know france madison thomas thats problem see see burr le extreme jefferson ha madison need change course key endorsement might redeem jefferson mind madison dont laugh jefferson madison used work staff jefferson whaaaat madison might nice might nice get hamilton side jefferson madison might nice might nice get hamilton side burr talk le smile dont let em know youre youre shake hand charm eighteen hundred lady tell husband vote burr male voter dont like adam female voter well he gonna lose thats defeatist male voter jefferson two men love france female voter yeah he elitist two female voter like aaron burr female voter cant believe male voter seems approachable,63,0.306,0.645,4,237983,1,0
376,Your Obedient Servant,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.736,0.37,6SHI6STEW51cQkAXBRpLNj,-11.072,0.502,0.293,165.908,5,0,burr hamilton arrogant immigrant orphan bastard whoreson somehow endorse thomas jefferson enemy man he despised since beginning keep winning wanna room happens burr company room happens room happens burr youve kept burr company room happens burr last time dear alexander slow anger toe line reckon effect life mine look back failed every place checked,63,0.042,0.62,3,150064,1,0
377,Best of Wives and Best of Women,Phillipa Soo,70,['hollywood'],11743,0.814,0.121,1dZutYKh4BtPlxbC81wV34,-16.826,0.0546,0.747,141.91,5,0,alexander come back sleep early meeting town still dark outside know need write something,62,0.0858,0.564,4,47943,1,0
378,The World Was Wide Enough,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.653,0.351,0P09TBGSKiQwfUsEh1UafT,-12.776,0.648,0.466,116.605,5,0,company one two three four five six seven eight nine burr ten thing need know number one rowed across hudson dawn friend william p van ness signed number two hamilton arrived crew nathaniel pendleton doctor knew number three watched hamilton examine terrain wish could tell happning brain man poisoned political pursuit dispute die one shoot number four hamilton drew first position looking world like man mission soldier marksman ability doctor turned around could deniability five burr didnt know time burrhamilton near spot son died whynear spot son died six examined gun rigor,63,0.107,0.309,3,302191,1,0
379,"Who Lives, Who Dies, Who Tells Your Story",Original Broadway Cast of Hamilton,77,"['broadway', 'hollywood']",194409,0.354,0.326,7EsSVPxaYoAZjQwhspJBs2,-9.68,0.0901,0.779,75.498,2,0,let tell wish id known young dreamed glory control life dy tell story president jefferson ill give financial system work genius couldnt undo tried ive tried life dy tell story president madison took country bankruptcy prosperity hate admit doesnt get enough credit credit gave u life dy tell story every founding father story get told every founding father get grow old youre gone remembers name keep flame tell story tell story tell story eliza put back narrative,65,0.0904,0.156,4,217229,1,1
380,Reasons to Run ,Miller/Tysen,22,[],368,0.399,0.515,3ZUSovq7NsmGJGUWMp2CPW,-6.124,0.0442,0.554,120.226,7,3.48E-06,nan,20,0.452,0.632,4,269400,0,0
381,Getting There ,Miller/Tysen,22,[],368,0.696,0.555,1MyKO97bVv982uOrPrkaoB,-8.361,0.0485,0.528,104.868,5,0,nan,19,0.0607,0.475,4,187293,0,0
382,Annie's Party ,Miller/Tysen,22,[],368,0.485,0.451,6eLFuPVTd7fytjbdVJdx5d,-7.589,0.0634,0.724,175.948,0,0,punch bowl crudités streamer stream end end cake sits jellogels hell boyfriend white glove bouffant dress hair flipped latest trend clutch purse cultured pearl dressed kill boyfriend think run away like first time gonna hell pay better come back crawling come back crawling dad almost bought farm,18,0.0595,0.633,4,203400,0,0
383,Don't Say Me ,Miller/Tysen,22,[],368,0.733,0.486,1EqRqIDw5LMbNS2q6DnJhh,-6.375,0.0593,0.598,129.909,9,0,nan,16,0.0736,0.674,4,217933,0,0
