,Song Name,Artist Name,Artist Popularity,Artist Genres,Artist Followers,Danceability,Energy,Track ID,Loudness,Speechiness,Acousticness,Tempo,Key,Instrumentalness,Lyrics,Popularity,Liveness,Valence,Time Signature List,Duration,Hit
372,Blow Us All Away,Anthony Ramos,70,['hollywood'],23082,0.821,0.451,6lsFGDo1IEEPFKh94c9kFe,-10.178,0.427,0.388,88.543,9,0,"Meet the latest graduate of King's College I probably shouldn't brag, but dag, I amaze and astonish The scholars say I got that same virtuosity and brains as my Pop's The ladies say my brain's not where the resemblance stops  I'm only nineteen, but my mind is older Gotta be my own man, like my father, but bolder I shoulder his legacy with pride, I used to hear him say that someday I would  Blow us all away!  Ladies, I'm looking for a Mr. George Eacker Made a speech last week, our Fourth of July speaker He disparaged my father's legacy in front of a crowd I can't have that, I'm making my father proud  I saw him just up Broadway a couple of blocks He was going to see a play  Well, I'll go visit his box  God, you're a fox!  Hey, y'all look pretty good in your frocks How 'bout when I get back, we all strip down to our socks?  Okay! Yeah!  Blow, blow, blow us all away!  George! George!  Shh, I'm tryna watch a show!  You should've watched your mouth before you talked about my father though!  ...  *******  ******* ",63,0.563,0.675,4,173594,1
373,Stay Alive - Reprise,Lin-Manuel Miranda,77,"['hollywood', 'show tunes']",139490,0.546,0.246,2ydKgIVZAQXeYLWtxU8DFS,-13.754,0.261,0.535,160.034,0,0,"Stay alive Stay alive Where is my son? Mister Hamilton, come in! They brought him in a half an hour ago He lost a lot of blood on the way over — Is he alive? Yes. But you have to understand The bullet entered just above his hip and lodged in his right arm — Can I see him please? I'm doing everything I can But the wound was already infected when he arrived. Philip. Pa. I did exactly as you said, Pa. I held my head up high ...  *******  ******* ",62,0.0801,0.427,4,111553,1
374,It's Quiet Uptown,Renée Elise Goldsberry,65,['hollywood'],7527,0.519,0.187,40LYL1Z6xgCn5cBybo5K0D,-14.076,0.0421,0.796,129.442,5,0,"ANGELICA There are moments that the words don't reach. There is suffering too terrible to name. You hold your child as tight as you can and push away the unimaginable. The moments when you're in so deep, it feels easier to just swim down. ANGELICA/ENSEMBLE The Hamiltons move uptown and learn to live with the unimaginable. HAMILTON I spend hours in the garden. I walk alone to the store, and it's quiet uptown. I never liked the quiet before. I take the children to church on Sunday, a sign of the cross at the door, and I pray. That never used to happen before. ANGELICA AND WOMEN If you see him in the street, walking by himself, talking to himself, have pity. HAMILTON Philip, you would like it uptown. It's quiet uptown. ANGELICA AND WOMEN He is working through the unimaginable. ALL M EN  ...  *******  ******* ",65,0.0785,0.226,4,270172,1
375,The Election of 1800,Daveed Diggs,71,[],15416,0.731,0.42,0LpHC9mhPAQC98IjXZIrif,-10.199,0.463,0.319,67.41,10,0,"ENSEMBLE: The election of 1800 JEFFERSON: Can we get back to politics? MADISON: Please? JEFFERSON: Yo. Ev'ry action has an equal, opposite reaction John Adams shat the bed. I love the guy, but he's in traction Poor Alexander Hamilton? He is missing in action So now I'm facing— JEFFERSON AND MADISON: Aaron Burr! JEFFERSON: With his own faction MADISON: He's very attractive in the North. New Yorkers like his chances JEFFERSON: He's not very forthcoming on any particular stances MADISON: Ask him a question: it glances off, he obfuscates, he dances JEFFERSON: And they say I'm a Francophile: at least they know I know where France is! MADISON: Thomas that's the problem, see, they see Burr as a less extreme you JEFFERSON: Ha! MADISON: You need to change course, a key endorsement might redeem you JEFFERSON: Who did you have in mind? MADISON: Don't laugh JEFFERSON: Who is it? MADISON: You used to work on the same staff JEFFERSON: Whaaaat MADISON: It might be nice, it might be nice To get Hamilton on your side JEFFERSON AND MADISON: It might be nice, it might be nice To get Hamilton on your side BURR: Talk less! Smile more! Don't let ‘em know what you're against or what you're for! Shake hands with him! Charm her! It's eighteen hundred, ladies, tell your husbands: vote for Burr! MALE VOTER: I don't like Adams FEMALE VOTER: Well, he's gonna lose, that's just defeatist MALE VOTER: And Jefferson— TWO MEN: In love with France! FEMALE VOTER: Yeah, he's so elitist! TWO FEMALE VOTERS: I like that Aaron Burr! FEMALE VOTER: I can't believe we're here with him! MALE VOTER: He seems approachable…? ...  *******  ******* ",63,0.306,0.645,4,237983,1
376,Your Obedient Servant,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.736,0.37,6SHI6STEW51cQkAXBRpLNj,-11.072,0.502,0.293,165.908,5,0,"BURR: How does Hamilton an arrogant immigrant, orphan bastard, whoreson somehow endorse Thomas Jefferson, his enemy a man he's despised since the beginning just to keep me from winning? I wanna be in the room where it happens — BURR AND COMPANY: The room where it happens. The room where it happens. BURR: You've kept me from— BURR AND COMPANY: The room where it happens. BURR: For the last time. Dear Alexander: I am slow to anger but I toe the line as I reckon with the effects of your life on mine. I look back on where I failed and in every place I checked ...  *******  ******* ",63,0.042,0.62,3,150064,1
377,Best of Wives and Best of Women,Phillipa Soo,70,['hollywood'],11743,0.814,0.121,1dZutYKh4BtPlxbC81wV34,-16.826,0.0546,0.747,141.91,5,0,"Alexander, come back to sleep. I have an early meeting out of town. It's still dark outside. I know. I just need to write something down. ...  *******  ******* ",62,0.0858,0.564,4,47943,1
378,The World Was Wide Enough,Leslie Odom Jr.,75,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",75021,0.653,0.351,0P09TBGSKiQwfUsEh1UafT,-12.776,0.648,0.466,116.605,5,0,"COMPANY  One two three four  Five six seven eight nine—  BURR  There are ten things you need to know Number one!  We rowed across the Hudson at dawn  My friend, William P. Van Ness signed on as my— Number two!  Hamilton arrived with his crew:  Nathaniel Pendleton and a doctor that he knew Number three! I watched Hamilton examine the terrain  I wish I could tell you what was happ'ning in his brain This man has poisoned my political pursuits!  Most disputes die and no one shoots! Number four! Hamilton drew first position Looking, to the world, like a man on a mission  This is a soldier with a marksman's ability The doctor turned around so he could have deniability  Five! BURR Now I didn't know this at the time  But we were— BURR/HAMILTON Near the same spot Your son died, is that Why—Near the same spot  My son died, is that  Why— Six!  He examined his gun with such rigor?  ...  *******  ******* ",63,0.107,0.309,3,302191,1
379,"Who Lives, Who Dies, Who Tells Your Story",Original Broadway Cast of Hamilton,77,"['broadway', 'hollywood']",194409,0.354,0.326,7EsSVPxaYoAZjQwhspJBs2,-9.68,0.0901,0.779,75.498,2,0,"Let me tell you what I wish I'd known When I was young and dreamed of glory You have no control Who lives, who dies, who tells your story? President Jefferson: I'll give him this: his financial system is a work of genius I couldn't undo it if I tried And... I've tried Who lives, who dies, who tells your story? President Madison: He took our country from bankruptcy to prosperity I hate to admit it But he doesn't get enough credit for all the credit he gave us Who lives, who dies, who tells your story Every other founding father's story gets told Every other founding father gets to grow old And when you're gone, who remembers your name? Who keeps your flame? Who tells your story? Who tells your story? Who tells your story? Eliza I put myself back in the narrative ...  *******  ******* ",65,0.0904,0.156,4,217229,1
380,Reasons to Run ,Miller/Tysen,22,[],368,0.399,0.515,3ZUSovq7NsmGJGUWMp2CPW,-6.124,0.0442,0.554,120.226,7,3.48E-06,,20,0.452,0.632,4,269400,0
381,Getting There ,Miller/Tysen,22,[],368,0.696,0.555,1MyKO97bVv982uOrPrkaoB,-8.361,0.0485,0.528,104.868,5,0,,19,0.0607,0.475,4,187293,0
382,Annie's Party ,Miller/Tysen,22,[],368,0.485,0.451,6eLFuPVTd7fytjbdVJdx5d,-7.589,0.0634,0.724,175.948,0,0,Punch bowl Crudités Streamers stream End to end Cake sits Jello-gels Where the hell's My boyfriend?  White gloves Bouffant dress Hair flipped The latest trends Clutch purse Cultured pearls Dressed to kill my boyfriend  You think you can run away? Not like it's the first time Gonna be hell to pay You better come back crawling Come back crawling  Dad almost bought the farm ...  *******  ******* ,18,0.0595,0.633,4,203400,0
383,Don't Say Me ,Miller/Tysen,22,[],368,0.733,0.486,1EqRqIDw5LMbNS2q6DnJhh,-6.375,0.0593,0.598,129.909,9,0,,16,0.0736,0.674,4,217933,0
384,Washington Heights ,Miller/Tysen,22,[],368,0.518,0.548,1ZYGJUsYsDbA3NrJZ4UVe2,-7.91,0.0707,0.649,144.911,7,0,,14,0.0978,0.537,4,208333,0
385,Subway Song ,Miller/Tysen,22,[],368,0.496,0.335,0jrzUqEtSnXIrYjCbv91d5,-9.539,0.0467,0.853,103.847,9,0,,14,0.1,0.532,4,268920,0
386,Break a Branch ,Miller/Tysen,22,[],368,0.423,0.221,4V4vsIXGQs7cNsqL0YcsZr,-12.148,0.0334,0.899,109.601,7,0,,17,0.109,0.268,4,199587,0
387,Kansas Highway Sky ,Miller/Tysen,22,[],368,0.498,0.435,1pFlUbokMYlkouvjCokVNr,-7.421,0.0385,0.628,117.594,7,2.42E-06,,19,0.0997,0.445,3,256400,0
388,Passing Tracy ,Miller/Tysen,22,[],368,0.596,0.363,4Av5lSLtNAxsOu70dyLpds,-8.278,0.0634,0.707,122.724,9,0.000417,,16,0.39,0.403,4,216693,0
389,Lost ,Miller/Tysen,22,[],368,0.777,0.476,4akYjQahIEM2RqtL0K6t7p,-8.896,0.116,0.654,135.036,2,0,"Gee you look familiar So familiar I know I've seen you a dozen times You're a stream Hello stream Welcome back, I thought I lost you When I crossed you Must've been a dream Losing steam Losing steam ""Hike the Appalachian Trail,"" What my boyfriend calls ""a date,"" So we hike the ""great outdoors"" It's like... not that great  Somehow I lost him I'm not the type to lose things Not a beauty pageant, school election, mother of pearl earrings... ""Missing Girlfriend: Mauled by Bear!"" There's some headline news. She somehow lost a mountain which is mighty hard to lose!  I just made a circle a giant circle ...  *******  ******* ",17,0.143,0.776,4,188067,0
390,Poor Little Patty ,Miller/Tysen,22,[],368,0.426,0.398,7lJZKk1eMXwUE4o9eBWhf8,-5.419,0.0339,0.709,176.122,8,3.23E-06,,15,0.227,0.634,3,218280,0
391,Lullaby ,Miller/Tysen,22,[],368,0.55,0.428,6omDDRkKENmNms9xqIsmMZ,-10.588,0.0335,0.572,79.947,2,0,,16,0.0982,0.442,4,267187,0
392,Wilson ,Miller/Tysen,22,[],368,0.416,0.589,4OX9NqQZJvGwCGKOz7OntB,-7.44,0.202,0.65,198.155,7,0,,13,0.12,0.686,3,286093,0
393,Spring Cleaning ,Miller/Tysen,22,[],368,0.705,0.501,4Z9UpICzOY5bxGNIbHOm0r,-6.696,0.041,0.752,132.882,5,0,,17,0.25,0.531,4,182467,0
394,Shine ,Miller/Tysen,22,[],368,0.397,0.461,31MmMAmwdz2fVaNff0XzPn,-7.917,0.075,0.627,130.111,8,0,,14,0.112,0.328,4,292200,0
395,Wildflowers ,Miller/Tysen,22,[],368,0.266,0.282,4ssIZbnkcMxWIvAZb1qv42,-9.226,0.0317,0.935,53.657,7,1.72E-05,,15,0.112,0.274,4,203827,0
396,Growing Up ,Miller/Tysen,22,[],368,0.631,0.266,2jG7ZRhq7vbikgqe15tmPx,-9.744,0.0545,0.9,110.569,0,0,,15,0.0508,0.674,5,191640,0
397,I Could Go Back ,Miller/Tysen,22,[],368,0.307,0.368,5Kc7M4esDJKGqn6agNQe5a,-6.358,0.0364,0.786,177.755,7,1.49E-06,,15,0.085,0.263,4,222600,0
398,One of These Nights ,Miller/Tysen,22,[],368,0.288,0.318,4HbpAyb3C3GQZrBOR8jNXy,-8.071,0.0312,0.847,115.955,5,7.93E-05,,15,0.08,0.187,3,288280,0
399,Unbreakable,Michael Jackson,86,['pop'],6920822,0.798,0.824,5L9anTQJGLyRObYDYvLWdh,-0.933,0.144,0.0314,94.017,1,0.0933,"Now I'm just wondering why you think That you can get to me with anything Seems like you'd now by now When and how I get down And with all that I've been through, I'm still around  Don't you ever make no mistake Baby I've got what it takes And there's no way you'll ever get to me Why can't you see that you'll never ever hurt me 'Cause I won't let it be, see I'm too much for you baby  You can't believe it, you can't conceive it And you can't touch me, 'cause I'm untouchable And I know you hate it, and you can't take it You'll never break me, 'cause I'm unbreakable  Now you can't stop me even though you think That if you block me, you've done your thing And when you bury me underneath all your pain I'm steady laughin', while surfacing  Don't you ever make no mistake Baby I've got what it takes And there's no way you'll ever get to me Why can't you see that you'll never ever hurt me ...  *******  ******* ",51,0.0665,0.851,4,385200,1
400,Heartbreaker,Michael Jackson,86,['pop'],6920822,0.843,0.947,0L0wNdB2KJjQrymVBkMnAq,-2.721,0.0907,0.0184,136.998,1,0.000366,"Deceitful eyes, she's got those come get me thighs she only knows how low that she can go She speaks the lines that can control my mind Wherever she goes I know my eyes follow She blew a kiss, I swear that it was meant only for me, then spoke with her body her only goal is just to take control And I can't believe that I can´t tell her no  That girl I can't take her should have known she was a heartbreaker that girl I can't take her should have seen right through her she's a heartbreaker That girl I can't take her should have seen it coming heartbreaker that girl I can't take her should have seen right through her she's a heartbreaker  She plays a game with such an innocent face I didn't know heartbreaking was her case Her actions confess and put me through the test I was surprised that I was caught inside Now she's thinking that I will never know ans she'll keep playing until I let her go But I hope in time that she will finally realize I'm onto her game and she'll get played the same  That girl I can't take her should have known she was a heartbreaker that girl I can't take her ...  *******  ******* ",44,0.0888,0.847,4,309600,0
401,Invincible,Michael Jackson,86,['pop'],6920822,0.821,0.672,4HK6hmgMwGXHo3lUUNkiem,-1.579,0.121,0.0435,94.156,1,1.21E-05,"If I could tear down these walls that keep you and I apart I know I could claim your heart and our perfect love will start But girl you Just won't approve of the things that I do When all I do is for you but Still you say it ain't cool If there's somebody else, he can't love you like me And he says he'll treat you well, he can't treat you like me And he's buying diamonds and pearls, he can't do it like me And he's taking you all across the world, he can't trick you like me So why ain't you feelin' me, she's invincible But I can do anything, she's invincible Even when I beg and plead, she's invincible Girl won't give in to me, she's invincible Now many times I've told you of all the things I would do But I can't seem to get through no matter how I try to So tell me how does it seem that you ain't checking for me When I know that I could be more than you could ever dream ...  *******  ******* ",44,0.0702,0.544,4,285600,0
402,Break of Dawn,Michael Jackson,86,['pop'],6920822,0.658,0.648,5UHM8Z6GXhaB6RUlBemByI,-3.074,0.106,0.39,81.007,1,0,"Hold my hand, feel the touch of your body cling to mine You and me, makin' love, all the way through another night I remember you and I, walking through the park at night Kiss and touch, nothing much, let it blow just touch and go  Love me more, never leave me alone by house of love People talk, people say what we have is just a game Oh, I'll never let you go, come here girl Just got to make sweet love 'til the break of dawn  I don't want the sun to shine, I wanna make love Just this magic in your eyes and in my heart I don't know what I'm gonna do I can't stop lovin' you I won't stop 'til break of dawn makin' love  Hold my hand, feel the sweat, yes you've got me nervous yet Let me groove, let me soothe, let me take you on a cruise There's imagination workin, never been there before Have you ever wanted to dream about those places you've never known? ...  *******  ******* ",49,0.127,0.409,4,331560,1
403,Heaven Can Wait,Michael Jackson,86,['pop'],6920822,0.706,0.685,1AZXNAVDD9ZFIEKySgflFz,-3.669,0.0837,0.56,117.448,11,0,"Tell the angels no, I don't want to leave my baby alone I don't want nobody else to hold you That's a chance I'll take Baby I'll stay, Heaven can wait No, if the angels took me from this earth I would tell them bring me back to her It's a chance I'll take, maybe I'll stay Heaven can wait  You're beautiful Each moment spent with you is simply wonderful This love I have for you girl it's incredible And I don't know what I'd do, if I can't be with you The world could not go on so every night I pray If the Lord should come for me before I wake I wouldn't want to go if I can't see your face, can't hold you close What good would Heaven be If the angels came for me I'd tell them no  Tell the angels no, I don't want to leave my baby alone I don't want nobody else to hold you That's a chance I'll take ...  *******  ******* ",48,0.22,0.444,4,288533,1
404,You Rock My World,Michael Jackson,86,['pop'],6920822,0.854,0.673,1Lhwn4PqeGpM4LTVUowW76,-3.132,0.185,0.038,95,4,0.000227,"My life will never be the same 'Cause girl you came and changed The way I walk The way I talk I cannot explain These things I feel for you But girl, you know it's true Stay with me Fulfill my dreams And I'll be all you need Feels so right  I've searched for the perfect love all my life  Feels like I    Have finally found a perfect love this time   Come on, girl You rocked my world You know you did And everything I own I give The rarest love who'd think I'd find Someone like you to call mine You rocked my world You know you did And everything I own I give The rarest love who'd think I'd find Someone like you to call mine  In time I knew that love would bring Such happiness to me I tried to keep my sanity I've waited patiently Girl, you know it seems My life is so complete A love that's true because of you  Keep doing what you do  Think that I Finally found the perfect love I've searched for all my life  Think I'd find ...  *******  ******* ",66,0.255,0.955,4,337733,1
405,Butterflies,Michael Jackson,86,['pop'],6920822,0.708,0.655,0rT9f5BSZrZ6DvzfBEckG0,-2.69,0.0883,0.0583,89.99,8,2.10E-06,"All you got to do is walk away and pass me by Don't acknowledge my smile when I try to say hello to you, yeah And all you got to do is not answer my calls when I'm trying to get through To keep me wondering why, when all I can do is sigh I just wanna touch you  I just wanna touch and kiss And I wish that I could be with you tonight  'Cause you give me butterflies inside, inside and I  All I got to say is that I must be dreaming, can't be real You're not here with me, still I can feel you near me I caress you, let you taste us, just so blissful listen ...  *******  ******* ",60,0.11,0.545,4,279160,1
406,Speechless,Michael Jackson,86,['pop'],6920822,0.459,0.37,1O1LkHTi3Lep9OHE8BvOVe,-8.041,0.0471,0.565,133.907,7,0,"Your love is magical, that's how I feel But I have not the words here to explain Gone is the grace for expressions of passion But there are worlds and worlds of ways to explain To tell you how I feel But I am speechless, speechless That's how you make me feel Though I'm with you I am far away and nothing is for real When I'm with you I am lost for words, I don't know what to say My head's spinning like a carousel, so silently I pray ...  *******  ******* ",48,0.234,0.118,4,198373,1
407,2000 Watts,Michael Jackson,86,['pop'],6920822,0.763,0.742,4aTYZL8uyGXAdmWOQy4Wgx,-3.113,0.155,0.0094,90.503,0,0.0116,"You may now apply  Your 3D glasses  As we proceed  2000 watts  2000 watts  2000 watts  2000 watts  2000 watts  2000 watts  2000 watts  2000 watts   Bass note, treble Stereo control, how low you go Just enough to make your juices flow Press play, don't stop, rotate, too hot You feel I'm real I'm everything you need so tell me what's the deal  2000 Watts, 8 ohms, 200 volts, real strong Too much of that, fuse blown Be careful what you say don't overload 2000 Watts, 8 ohms, 200 volts, real strong Too much of that, fuse blown Be careful what you say don't overload ...  *******  ******* ",43,0.0672,0.242,4,264000,0
408,You Are My Life,Michael Jackson,86,['pop'],6920822,0.619,0.568,4ybCcJqXdPRLtz9Dfy92t4,-5.058,0.0349,0.155,130.201,6,0,"Once all alone I was lost in a world of strangers No one to trust On my own, I was lonely You suddenly appeared It was cloudy before but now its all clear You took away the fear And you brought me back to the life  You are the sun You make me shine Or more like the stars That twinkle at night You are the moon That glows in my heart You're my daytime my nighttime My world You're my life  Now I wake up everyday With this smile upon my face No more tears, no more pain 'Cause you love me You help me understand That love is the answer to all that I am And I, I'm a better man Since you taught me by sharing your life ...  *******  ******* ",45,0.188,0.214,3,273000,0
409,Privacy,Michael Jackson,86,['pop'],6920822,0.732,0.769,53NdDxLiNn7VSgDVi9KsYl,-1.828,0.0634,0.117,82.047,7,0,"Ain't the pictures enough? Why do you go through so much To get the story you need, So you can bury me? You've got the people confused You tell the stories you choose You try to get me to lose The man I really am. You keep on stalking me Invading my privacy Won't you just let me be? 'Cause your cameras can't control The minds of those who know That you'll even sell your soul just to get a story sold I need my privacy I need my privacy So paparazzi ...  *******  ******* ",42,0.0359,0.835,4,304160,0
410,Don't Walk Away,Michael Jackson,86,['pop'],6920822,0.54,0.491,1KWt1O0TZcdCkg3WIvkQaK,-5.749,0.0327,0.492,139.717,9,0,Don't Walk Away  See I just can't find the right thing to say I tried but all my pain gets in the way Tell me what I have to do so you'll stay Should I get down on my knees and pray  How can I stop losing you How can I begin to say When there's nothing left to do but walk away   I close my eyes  ...  *******  ******* ,42,0.155,0.0991,4,264200,0
411,Cry,Michael Jackson,86,['pop'],6920822,0.664,0.503,0wJelplx8NfzfyagNVaOVI,-5.979,0.0366,0.367,85.011,2,0,Somebody shakes when the wind blows Somebody's missing a friend  Somebody's lacking a hero And they have not a clue when it's all gonna end again  Stories buried and untold Someone is hiding the truth  When will this mystery unfold And will the sun ever shine In the blind mans eyes when he cries  You can change the world  You can touch the sky  You're the chosen one  If we all cry at the same time tonight  If people laugh when they're feeling sad ...  *******  ******* ,43,0.113,0.462,4,300693,0
412,The Lost Children,Michael Jackson,86,['pop'],6920822,0.342,0.346,00MAeOlplKSab33lINpZds,-6.913,0.0305,0.615,83.955,11,3.68E-05,"We pray for our fathers, pray for our mothers Wishing our families well We sing songs for the wishing, of those who are kissing But not for the missing  So this ones for all The Lost Children This ones for all The Lost Children This ones for all The Lost Children, wishing them well And wishing them home When you sit there addressing, counting your blessings ...  *******  ******* ",42,0.0847,0.273,3,238960,0
413,Whatever Happens,Michael Jackson,86,['pop'],6920822,0.677,0.741,4fK6bgzyKt4EIv3R1wrUtl,-2.829,0.0743,0.371,97.011,10,2.37E-06,"He gives a nervous smile, tries to understand her side To show that he cares She can't stay in the room She's consumed with everything that's been goin' on She says  Whatever happens, don't let go of my hand  Everything will be alright, he assures her But she doesn't hear a word that he says Preoccupied, she's afraid Afraid that what they've been doing is not right He doesn't know what to say, so he prays Whatever, whatever, whatever  ...  *******  ******* ",48,0.103,0.565,4,295667,1
414,Threatened,Michael Jackson,86,['pop'],6920822,0.86,0.73,6zD1z7vVrq3fYEuDDr2Fxi,-4.303,0.236,0.192,97.026,1,0,"Tonight's story is somewhat unique and calls for a different kind of introducing A monster had arrived in the village The major ingredient of any recipe for fear is the unknown And this person or thing is soon to be met He knows every thought, he can feel every emotion Oh yes, I did forget something didn't I? I forgot to introduce you to the monster. You're fearing me, ‘cause you know I'm a beast  Watching you when you sleep, when you're in bed I'm underneath You're trapped in halls, and my face is the walls I'm the floor when you fall, and when you scream it's ‘cause of me I'm the living dead, the dark thoughts in your head I know just what you said ...  *******  ******* ",41,0.404,0.397,4,258960,0
415,Die Verdammten ,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.5,0.86,2aJIgyOvF48IaFcYmD0VST,-7.412,0.0419,0.0967,119.899,2,0.796,,5,0.372,0.428,3,63613,0
416,Kaltes Herz,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.562,0.981,3VNJAKFlyCdECK2X6n0LpK,-2.928,0.044,0.00288,102.964,1,0.335,"Ich weiss was Du tust Ich weiss warum Du es tust Du wehrst Dich ohne ea zu wissen überschreitest Grenzen um auszureissen  Mit dem Normen zu brechen Dich von den Ketten zu lösen alles erdrückt Dich, lässt Dich handeln Du kennst Dich selbst nicht mehr  Was haben Sie aus Dir gemacht? Das haben Sie aus Dir gemacht!  Du stehst auf starken Schmerz Du hast ein Kaltes Herz Du bist innerlich zerissen Dich plagt mitunter dein Gewissen ...  *******  ******* ",17,0.271,0.474,4,286293,0
417,Battle Extreme,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.605,0.964,6sxqQzjQuEUkVfgVK8Y6tW,-3.396,0.081,0.00324,108.994,0,0.0303,Mayhem Lurks Below the Surface Triggered by Satanic s In the Air the Tension is Rising Bloodshed waits with Evil Timing Fuses lit with Both ends Burning Realms fail Destiny is Turning Prophets preach the Fundamental Start a War the war that ends All BODIES! BATTLE! ...  *******  ******* ,12,0.151,0.612,4,217480,0
418,Fly Martyrs Fly,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.605,0.939,0St2FYQTBuDNMlRQhMpRdt,-3.861,0.0531,0.000529,125.998,2,0.00837,,8,0.161,0.654,4,246213,0
419,The Truth,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.506,0.901,1zXb6jjCp5eSEuFSiCS6hr,-4.262,0.0416,0.000501,103.016,2,0.83,,6,0.259,0.503,4,225093,0
420,Road Rage Warrior,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.407,0.965,6nFL8DyoE2yqfODZoKZPSa,-3.101,0.116,0.000171,178.003,2,0.199,,5,0.298,0.499,4,236747,0
421,The Vampire Strikes Back,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.524,0.989,7FV4hZVcExtNxJPsCuiwYG,-2.506,0.0523,0.000613,99.968,4,0.285,How strong a will How long to kill The Vampire's out to play He's going for his prey How wise the decisions How clear of a mind with perfect precision The aim it will find Removing a tyrant The vampire on its track The shot in the dark The vampire strikes back Removing a tyrant The vampire on its track The shot in the dark The vampire strikes back How sweet can it taste? How good can you feel? The enemy is dead Your victory is real How deep can you fall? How low can you feel? ...  *******  ******* ,9,0.27,0.402,4,208800,0
422,Alive In A Glass Cage,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.577,0.945,4GHF74hM7U1d7kxSGfxZW0,-3.889,0.0649,0.00354,119.986,0,0.475,,6,0.101,0.668,4,252373,0
423,Branded,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.55,0.963,02cfvm9PL57f3nqo5Tlrtv,-3.537,0.0559,6.31E-05,104.002,5,0.579,,7,0.0689,0.406,4,230813,0
424,Kaos Reigns,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.465,0.976,1nzsbH4wEhZbn3iHZI1st6,-2.016,0.113,0.000102,159.932,1,0.516,,5,0.326,0.347,4,206280,0
425,The Red Line,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.541,0.985,5f03By6Y8uY5ScxQzxcws0,-3.272,0.0929,0.000472,101.991,9,0.451,,4,0.324,0.66,4,299853,0
426,Bonded By Blood,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.591,0.878,4ecR1XzfQ8DIyrxd2I7kQ0,-4.45,0.064,6.82E-05,128.052,2,0.377,,4,0.264,0.59,4,266827,0
427,Volle Kraft voraus,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.538,0.995,1zvxdqMcQ7xreypLe7K4dY,-2.895,0.175,0.104,180.02,8,0.00222,"Vor uns das Ziel Keiner zoegert, keine Zeit Alle Zeichen stehn auf Sturm Volle Kraft voraus  Seid ihr bereit Dann legt euch ins Zeug ...  *******  ******* ",5,0.593,0.632,4,208200,0
428,Kaltes Herz - Reworked by Darkhaus,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.56,0.981,09eU9G6f5YLDiGcbbCoCGl,-3.128,0.0558,0.00101,102.969,10,0.266,"Ich weiss was Du tust Ich weiss warum Du es tust Du wehrst Dich ohne ea zu wissen überschreitest Grenzen um auszureissen  Mit dem Normen zu brechen Dich von den Ketten zu lösen alles erdrückt Dich, lässt Dich handeln Du kennst Dich selbst nicht mehr  Was haben Sie aus Dir gemacht? Das haben Sie aus Dir gemacht!  Du stehst auf starken Schmerz Du hast ein Kaltes Herz Du bist innerlich zerissen Dich plagt mitunter dein Gewissen ...  *******  ******* ",3,0.164,0.219,4,250413,0
429,Alive In A Glass Cage - Reworked by Faderhead,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.688,0.731,5DqPixWgc5XybeuReXs97k,-5.024,0.0358,2.97E-05,119.979,10,0.0172,,5,0.0506,0.677,4,279267,0
