S No,Song Name,Artist Name,Artist Popularity,Artist Genres,Artist Followers,Danceability,Energy,Track ID,Loudness,Speechiness,Acousticness,Tempo,Key,Instrumentalness,Lyrics,Popularity,Liveness,Valence,Time Signature List,Duration,Hit,Artist Hit
433,420,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.381,0.659,4hBy3nZVzQV4F3jxe1wWL1,3.888,0.176,0.159,85.723,2,0,whenever im get back roll fat back leave america gon aint believe til finally im still thing letter g snoop dogg done sky lot people smoke get see thing much differently put letter let one day well agree peace big tree way every day could answer nobody live life like party let go cuz go ahead today day go ahead put soon raise sleep got sweet hope im tired police,50,0.34,0.16,4,265301,1,1
434,Lavender ,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.59,0.766,7emb4uOFqsVDNk92N7lK2e,3.983,0.178,0.0218,98.829,11,2.12E-05,dont get fuck around get whole face bit spit truth like im monster right time night time nigga tryna creep keep dyin motherfuckin street fuck police black man point view spray shit say shit right front every one im gon tell yall nigga gonna whatever yall put two put foot neck shoe evil camera still dont believe around dont come clown round nigga gon get real talk im leavin clown nigga stay black way back,47,0.104,0.591,4,195487,1,1
435,Let Us Begin,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.67,0.803,4j4ryGgO5O5TTDtNWuK2lt,3.075,0.274,0.0297,85.599,7,0,yeah lala lala la la la la lala lala la la la la snoop building listen listen much brrr brrr brr many people getting dance hear brrr brrr brr street people heat beef getting police running west running east problem beast brr brr brr brother need peace brrr street brrr last week rapper im creep every time spit get weak,37,0.345,0.388,4,222756,0,1
436,Mount Kushmore,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.508,0.859,1rV7Uaerzx6qwmhF89qfGL,3.167,0.38,0.0236,136.292,3,0,step back motherfucker watch la la la la la dont give fuck yall nigga aint fucking u nigga la la la la la imma get like nigga yo got green im hood blow aint free pack turn got eye seven figure imma get move like im em smell like dont hit like minute bitch huh never cruise work top gun im dog got ayo one nigga roll smoke hit weed spot pocket go broke high high high high ayo one nigga roll smoke hit weed spot pocket go broke high high high high four call aint looking,45,0.103,0.903,3,228297,0,1
437,Vapors ,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.585,0.759,74akBDiqWQfVF7MWRSuhz8,3.505,0.341,0.0102,88.831,11,0,dont disrespect disrespect dont disrespect nigga dont bother nigga get money way leave alone dont disrespect nigga leave alone dont disrespect please leave alone im getting money way im comfort zone leave alone dont disrespect keep keep leave alone radio tv even press want meaning vapor meaning word without doubt mean nobody want youre got lot money everybody want honey like tall building call feel nothing save ya season catching vapor since got time im gonna tell crew well know dogg record never leave alone aint fun check back day dogg began used try girl type female fly gucci big hair tried kick shed always talking baby please stress since wasnt type big homie dogg didnt match suit push thats extra stopped want speak coming round every single weekend get number please dying day eat caught vapor caught vapor,36,0.153,0.527,4,408967,0,1
438,I'm Still Here,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.647,0.783,2iSJJYH5eTNIU9bxMVT0Wx,3.825,0.237,0.0855,117.312,2,0,ayo new snoop dogg nigga shit aint fuckin none new nigga nigga snoop dogg nigga back right right wild lil nigga thats youre wrong lil homie big snoop never left still yeah sugar man check didnt think would last im im hold see hop sucker tryna must must let raise glass tryna move put fresh game never change stay sound easy dont put lot,35,0.5,0.344,5,212582,0,1
439,Love Around the World,Snoop Dogg,85,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",3806718,0.568,0.862,3CcxTpfAHrdBrogqGJ9t2s,4.637,0.308,0.0294,166.873,4,1.51E-05,show mad love around world show mad love around world show mad love around world show mad love around world im im foot floor kick open door knowing im thats 4 4 say well good great dont even wait clean plate say grace life make knife wow im cause handle see wanna get let take cause love shit show mad love around world,35,0.286,0.52,4,204919,0,1
440,Bow Out,Mali Music,54,['gospel'],103088,0.506,0.726,30akB5QVCUOBfMeRDjYokk,5.808,0.244,0.0904,177.753,8,0,whoever want somewhere whoever youre trying see probably find im right youre friend could never figure shouldnt figure make like dog bow hey youre done whole lot really good thing world would like imma stress keep fame keep illusion take truth needed friend bad listen tell something reason lot people singing oh yeah changed game like year nothing changed im got different way make music came game thing,34,0.147,0.45,4,237227,0,0
441,Gonna Be Alright,Mali Music,54,['gospel'],103088,0.574,0.712,0N7eK3A6mND6XSeC9QHo9n,5.573,0.0749,0.193,116.818,11,1.73E-06,whats blood body air lung going get place foot kingdom come kingdom come oh got song sing song hope song faith see going gonna alright gonna alright everything gonna alright gonna alright,36,0.27,0.938,5,202813,0,0
442,Loved By You,Mali Music,54,['gospel'],103088,0.307,0.481,4S3FRqrM3VyuajD7jFZcLm,8.442,0.128,0.365,68.894,3,0,trust take heart trust break heart oh yes say blame love trust take take break heart oh everyday pray love god good good loved yes good good loved yes good loved oh know talk good good loved say take heart im talking,50,0.207,0.329,3,258933,1,0
443,Cryin',Mali Music,54,['gospel'],103088,0.688,0.578,4V8IMrloXw7yEnKAZuY6ck,7.547,0.36,0.0946,78.024,11,0,alright take take lead right yeah need wasnt got need mind somebody broke heart grabbed key car got need youll fine stop cryin cryin dont cry cry stop cryin run door whoa stop cryin cryin dont cry cry way made make sure dry eye dry eye yeah yeah dont let light fade dont let life gonna pa gotta try gotta try try yeah dont let light fade,48,0.303,0.621,4,246973,1,0
444,Dolla,Mali Music,54,['gospel'],103088,0.664,0.662,2aSc0ZpIEoZL0ajYOOXr6p,7.172,0.23,0.501,99.957,11,0,walk shadow fear see lot people make living make hear brother say see sister bottom luck people dont care people dont give ooh ooh ooh oh wanna know movin like mama ooh boy dont know ooh wanna look suit got gucci mama ooh girl dont know yeah dolla dolla dolla talkin money baby dolla dolla dolla take money baby makin money crazy chady world money crazy chady got dolla dolla dolla get money sign dolla dolla dolla get money round makin money crazy chady world money crazy chady dolla dolla dolla walk dark night see system feelin right make living man make flow pretty people say want people bottom luck people dont care people dont give,33,0.146,0.779,4,208907,0,0
445,Still,Mali Music,54,['gospel'],103088,0.327,0.391,36tR7kGlYwgi9IWpuUSbp1,7.353,0.0385,0.466,140.733,2,0,nowhere else go nowhere else love know whats best shadow dark hold light say whats heart thats ill always love still thats going going rise fall know ill always love still river run,46,0.187,0.0863,3,290240,0,0
446,Contradiction,Mali Music,54,['gospel'],103088,0.687,0.673,6oGBUCZLXdhq7lpybzZ1i5,4.293,0.0741,0.153,123.101,4,0,whats good boy meet good friend see star come meet look like last time let new day come stuck way stuck mind stuck time room mine used fine swear confused used blind moment time thought im mine say hey everybody yo tell em love em good side everything like man dont know everyone think go say say wont die,43,0.102,0.584,4,238080,0,0
447,My Life,Mali Music,54,['gospel'],103088,0.454,0.678,5y5KcxyA43sBOkmkub2Zqm,4.502,0.0962,0.0744,84.929,8,0,know spend whole lot time thinking living dead inside telling people see telling people heard lie blind truth tell people tell em ima get one want hear guess best go near mean im one come lil closer yes im son holding might promise aint letting go til get aint got need peace mind yeah lost im looking sometimes feel like got nowhere go day get dark night get cold thats need know running long got peace got love,34,0.121,0.258,4,281467,0,0
448,Sit Down For This,Mali Music,54,['gospel'],103088,0.526,0.398,0V1mJ8z8FKEf2jIjXnvDYD,8.603,0.0574,0.742,142.885,7,0,father see light asleep got hand people dont feel right know know wrong lot holding father someone phone ear scared mind going crazy yo whats going whats going say maybe sit sit family maybe sit,34,0.116,0.155,4,149360,0,0
449,Worth It,Mali Music,54,['gospel'],103088,0.702,0.631,3OZ9Xzh2Y9Q41SanrAhzLj,6.403,0.213,0.00779,139.934,7,1.80E-05,going thing change ok ok know everything around cause faith never see next good thing comin til right face time bad past seems fade away got dollar got son got love south south wall got one feel love come dream come work make mean make take worth take worth make hurt,33,0.148,0.375,4,202320,0,0
450,I Will,Mali Music,54,['gospel'],103088,0.739,0.428,11dFezSZ2BbFgfxFjtuAOf,11.38,0.224,0.217,83.971,2,2.27E-05,look dress know look good way lost interest get im trying find way really aint time place yeah love im glad found love god bless could walk away yeah watching oh yeah didnt close,34,0.0975,0.233,4,209400,0,0
451,What You Done,Mali Music,54,['gospel'],103088,0.478,0.447,3UMaKji8i190pjyeqf0emO,6.555,0.0857,0.178,112.676,6,0,way forget done get done people wont forget done get done king oh wont forget done get done people wont forget done get done king felt fine water fly water could take go flow goin four time world sky water power king yeah yeah yeah whoa way forget done get done people wont forget done,33,0.339,0.336,4,243693,0,0
452,Want You Back,HAIM,66,"['dance pop', 'folkpop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'modern rock', 'pop']",713440,0.635,0.853,2wXhdaTnmkkFSOidKfnOxA,3.926,0.048,0.121,112.964,0,0,thing long forgotten thing never said one endless road heart said lover kept trying prove wrong know ran ran away heart know want back know want back know want ill take fall fault u ill give love never gave left know want back know want back know want ill take fall fault u ill give love never gave left know hard hear may never enough dont take,58,0.371,0.372,4,232120,1,0
453,Nothing's Wrong,HAIM,66,"['dance pop', 'folkpop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'modern rock', 'pop']",713440,0.554,0.728,3UaX90mgCwDJv0M5TLlGzk,4.685,0.0627,0.0603,143.969,5,6.48E-05,counting hour nothing say going though motion slipping away sleeping back back youre turning away could tell nothing wrong tell tell nothing wrong good gone tell tell nothing wrong could tell nothing wrong go tell want boy youre telling along tell nothing wrong sound time sound crime thinking night mind,48,0.156,0.622,4,189147,1,0
454,Little of Your Love,HAIM,66,"['dance pop', 'folkpop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'modern rock', 'pop']",713440,0.612,0.856,1XCpzvtHjANEBhS9a4xqQ2,3.273,0.0479,0.116,112.94,9,3.35E-05,youre another heart wasnt even gonna try wouldnt even give time could easy make hard dont think much love gonna enough youre close know gotta give little love baby ill try gotta give little love baby ill try gotta give little love baby ill try gotta give little love give little love dont feel like night dream ive never felt nothing like looking looking right back say nothing ever good seems stop running mouth cuz know im gonna give right back,54,0.647,0.681,4,213880,1,0
455,Ready For You,HAIM,66,"['dance pop', 'folkpop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'modern rock', 'pop']",713440,0.715,0.775,1ASQSdVgFVwDMOAXn2Tvvh,4.534,0.199,0.115,97.979,0,0,maybe trying forget crazy reaction maybe played way hard get kept moving another one stand promise treat right treat right babe cause thats wanna oh promise treat right treat right babe thats gonna promise ill treat right waiting whole damn life baby time wasnt ready funny whole game played three year since learned name wrong time wrong place wasnt ready maybe couldnt tell didnt hide first night met eye said youd like guy two know telling pretty lie,47,0.161,0.724,4,225293,1,0
456,Something To Tell You,HAIM,66,"['dance pop', 'folkpop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'modern rock', 'pop']",713440,0.714,0.826,3vZKoMNoFCmMiGgy3OK9t9,5.542,0.0784,0.319,100.034,5,0,way fall grace heavy one could feel pull away way almost much take even though tried never enough running damn place never stopped gave couldnt ever let go cause end innocent innocent let know good could never say first know youre hurt tell feel tell feel cause got something tell dont know hard let know seeing eye eye know tell everythings alright oh could stay moment id never say goodbye oh ill never say goodbye heavy sound could lift could run million mile never get away knowing couldnt even looking u pretend,47,0.0893,0.648,4,253293,1,0
457,You Never Knew,HAIM,66,"['dance pop', 'folkpop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'modern rock', 'pop']",713440,0.738,0.707,2ef3iPWBpMFoIdGKCWZe5Y,5.966,0.0265,0.143,117.999,7,9.85E-06,weight shoulder back love right side couldnt take couldnt take used alone beautiful moment lately mess couldnt take couldnt take go say love much take well guess never knew good dont keep waiting say word youre scared say guess never knew good need hear say love much take guess never knew good dont keep waiting say word youre scared say guess never knew good came home see around,48,0.105,0.808,4,269227,1,0
458,Kept Me Crying,HAIM,66,"['dance pop', 'folkpop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'modern rock', 'pop']",713440,0.659,0.579,1qyfHX6bkM1IhCSTwBHE7q,7.885,0.0416,0.0728,135.012,7,9.14E-06,sleep dreaming hurt say im always awake want im waiting call ill pick shouldnt cant give kept cry long tear hear voice tear come back mind dont call tell dont love anymore still cause lover friend im someone call late enough forget lover friend im someone call late enough forget leave cant stop heart,45,0.105,0.711,3,235813,0,0
459,Found It In Silence,HAIM,66,"['dance pop', 'folkpop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'modern rock', 'pop']",713440,0.626,0.715,7kzWv64JiUTPqhzvlesw20,5.531,0.0459,0.114,122.981,0,1.29E-06,wanted honest man thought found one every time scared blind wasnt thought honest man could put back together tried hard read mind eye scared blind found silence finally see turning back know whats good found silence finally see turning back know whats good three finger edge always talk end made think right time time time u holding back guilty someone else mouth time right wasnt,43,0.361,0.333,4,263813,0,0
460,Walking Away,HAIM,66,"['dance pop', 'folkpop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'modern rock', 'pop']",713440,0.782,0.531,0VN8JMZmJQ9iCSlKS8TSmW,6.323,0.157,0.612,95.035,8,0,dont wanna talk dont wanna work gonna face wouldve around waited hour hour hearing loud lie differently see im coming around coming around coming around im walking away walking away walking away walking away walking away walking away walking away walking away walking away walking away dont wanna give dont wanna know gonna change thing wouldve around trying think baby running til nothing left u wont say walking away walking away walking away walking away walking away walking away walking away walking away,45,0.154,0.851,4,236480,0,0
461,Right Now,HAIM,66,"['dance pop', 'folkpop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'modern rock', 'pop']",713440,0.396,0.541,4Q7SetsVko25Knforr00Ks,6.427,0.0544,0.185,150.255,0,0.000122,gave love gave nothing said gave wasnt enough feeling ever thinking could one wasnt even running already mind made left searching reason leave left dust saying need babe youre saying need babe youre saying love love baby youre saying need saying need saying need gave love thought could trust let every turn hanging dream never gave word,45,0.135,0.349,4,255347,0,0
462,Night So Long,HAIM,66,"['dance pop', 'folkpop', 'indie pop', 'indie r&b', 'indietronica', 'metropopolis', 'modern rock', 'pop']",713440,0.349,0.381,34coTrM6Wi0SAw93tjbZmq,7.198,0.0308,0.487,113.44,0,0.011,say goodbye love loneliness friend loneliness fear night end say goodbye love shadow door memory gone,44,0.281,0.096,3,184507,0,0
463,Venus,Air,69,"['adult standards', 'mellow gold', 'soft rock']",637223,0.478,0.421,14EMkYvQQ3E7gI8MFc9bFd,9.521,0.0266,0.859,79.002,5,0.91,could could would together lover forever care could live sea could bird,48,0.149,0.0599,4,244560,1,0
464,Cherry Blossom Girl,Air,69,"['adult standards', 'mellow gold', 'soft rock']",637223,0.436,0.76,4m8ttWM8IKXyhpv89E867J,7.906,0.0374,0.362,75.012,1,0.955,dont want cant stand anymore want say hi one love cherry girl feel sick day long want go every night cherry girl tell cant true never talk,54,0.13,0.504,4,219760,1,0
465,Run,Air,69,"['adult standards', 'mellow gold', 'soft rock']",637223,0.591,0.562,4fdsFgiSK33prbumkK1jf0,10.972,0.0291,0.161,119.878,2,0.779,holy girl dont get running stay feel sad run sand time lying,42,0.111,0.138,4,252467,0,0
466,Universal traveler,Air,69,"['adult standards', 'mellow gold', 'soft rock']",637223,0.717,0.51,2q0WFOsFc7Gd9cujpPmZMC,12.64,0.051,0.829,90.99,0,0.125,know many place world follow sun silver look outside sea everything white,43,0.111,0.403,4,262013,0,0
467,Surfing on a Rocket,Air,69,"['adult standards', 'mellow gold', 'soft rock']",637223,0.505,0.755,0RFduQOfkrP1jhoV0m8US2,7.568,0.0315,0.00076,157.993,8,0.0725,time flying rocket silver surfing bomb surfing rocket surfing rocket surfing rocket surfing rocket surfing rocket surfing rocket surfing rocket surfing rocket dont dont pray go please take hand,47,0.348,0.532,4,223373,1,0
468,Another day,Air,69,"['adult standards', 'mellow gold', 'soft rock']",637223,0.527,0.429,2FGdBK6nsnjJnK9v2Mw2x0,10.327,0.0282,0.397,130.071,9,0.801,say goodbye sunshine cause another day lose anyway,38,0.0951,0.167,4,200880,0,0
469,Biological,Air,69,"['adult standards', 'mellow gold', 'soft rock']",637223,0.511,0.397,0PP4wVT30cWLurOR7ambqW,10.972,0.0253,0.788,150.105,0,0.639,thousand hair two eye skin thats,38,0.081,0.327,4,364613,0,0
470,First Wave Intact,Secret Machines,38,[],8781,0.575,0.843,7bl5VrMVHaxbOzrouIgHUU,7.409,0.0541,0.00159,141.315,7,0.344,open way dangerous listen close theyre watching u one time youre losing u hold still theyre u first wave wonder theyre coming back first wave like leaf tree rest wall like,23,0.506,0.32,4,540200,0,0
471,Nowhere Again,Secret Machines,38,[],8781,0.44,0.904,6C7Zo57KvXSMdMZDW5fzD6,6.345,0.0494,3.98E-05,144.545,4,0.153,flower never happened sleeping day watching night fall nowhere time share woman mirror motion start turning away shes dress trying keep oh youd surprised race life another alone everyday night thinking morning looking alright blood flow,38,0.0976,0.252,4,253467,0,0
472,The Road Leads Where It's Led,Secret Machines,38,[],8781,0.53,0.897,4mk0Djb3vQY1IDjYk15hSR,6.999,0.12,0.0581,121.26,9,0.00842,sound mother come near find calling bomb ear goodbye kiss one ground road lead led darling cover earth hand theyre blowing kid away angel show singing thunder called mother child home blowing kid away blowing kid away,22,0.483,0.193,4,282093,0,0
473,Pharaoh's Daughter,Secret Machines,38,[],8781,0.424,0.53,4xHKOjy9uOvxMAh2hJYttG,10.478,0.0295,0.0603,111.059,4,0.856,ahh ahh hold another face knife edge time another waste mine wonder ahh,16,0.0945,0.0934,4,345173,0,0
474,You Are Chains,Secret Machines,38,[],8781,0.44,0.509,7zphh7F0XoEA0y9Uh7M7VD,10.484,0.0377,0.445,91.125,6,0.366,chain chain ring rock stand cant see surface dust wonder lust,16,0.11,0.0357,4,349267,0,0
475,Light's On,Secret Machines,38,[],8781,0.418,0.896,4JaJSx4iBoHRQkmLbGA7xO,6.01,0.0517,0.0249,143.433,2,0.124,somewhere record everywhere go leave youre light shadow fallen everyone youve known thats replaced light youre waiting light light place hide,15,0.123,0.309,4,206267,0,0
476,Now Here Is Nowhere,Secret Machines,38,[],8781,0.413,0.614,3W2Sjn6zruR6yrOCSwI5vz,10.097,0.0459,0.759,150.136,2,0.721,nowhere found moment u dust oh high morning light glass white burned turned softly born hardly rest,16,0.0692,0.0732,4,533200,0,0
477,Musicology,Prince,75,"['funk', 'motown']",2773785,0.717,0.524,3kiKvrMonNxyh8nzkhCrbU,5.085,0.334,0.19,99.497,6,0.00157,heard party east gonna got call even soldier need break sometimes listen groove yall let mind see see dancin hot right call u like im gonna call another one,42,0.157,0.644,4,264253,0,1
478,A Million Days,Prince,75,"['funk', 'motown']",2773785,0.404,0.873,1wSv40TG3bNqIgyyPBnKDA,3.301,0.125,0.476,116.084,2,0,hour since left feel like million day magic could turn back time id never let go away didnt heart say im sorry havent got heart could pain could talk best friend wont even call im,32,0.161,0.365,4,230253,0,1
479,Life 'O' the Party,Prince,75,"['funk', 'motown']",2773785,0.927,0.669,6wNnMXKCkuNsoJBB9bflPw,4.445,0.298,0.114,96.176,0,5.81E-06,life party gonna right youre havin party beautiful people gonna yeah thats cool know youre gonna good time cause got news life party gonna party doin thing til come sweet candy gonna yeah gonna rough aint got switch read paper tomorrow gonna hang head cry gonna u party welcome aint nobody dont party like get started got go night life party gonna right party party mine beautiful people gonna fine throw record window door,38,0.136,0.727,4,269533,0,1
480,Call My Name,Prince,75,"['funk', 'motown']",2773785,0.622,0.574,1NtMkOgf5U9YMaXyuEIRn2,5.068,0.155,0.685,113.984,5,0,call call name call call name heard voice morning calling name long since heard didnt really sound quite let know name never really day path door ever since day havent wanted anyone anybody really know know truth cant stop writing song love much,40,0.111,0.405,4,315773,0,1
481,Cinnamon Girl,Prince,75,"['funk', 'motown']",2773785,0.732,0.659,5FpiRmtsrHsBqNFfneVu62,4.437,0.0889,0.296,128.564,1,0,war beat cinnamon girl start 2 pray never heard prayer like 1 never day word love 4 people never met asking god 2 mercy face holy war cinnamon girl cinnamon girl never knew meaning color line,33,0.129,0.747,4,236653,0,1
482,What Do U Want Me 2 Do?,Prince,75,"['funk', 'motown']",2773785,0.84,0.595,34jNyCDWrxltUXTyeUc1rD,6.321,0.111,0.387,96.491,0,0.0113,see crowd could way play master soft loud one day maybe star see like want something shame baby cant see ring want girl want babe want girl want babe got woman got man got whats right,29,0.16,0.716,4,255400,0,1
483,The Marrying Kind,Prince,75,"['funk', 'motown']",2773785,0.632,0.724,5n07gZPKbsxMqfw6MvmTgR,2.248,0.0545,0.227,139.891,4,0,leave never goin see shes gonna need shoulder cry shes gonna need friend shes gonna need put tear ive got 1 later second gone shes gonna miss first shes gonna buy thing thats im gonna lay cross sing,29,0.47,0.54,4,169440,0,1
484,If Eye Was the Man In Ur Life,Prince,75,"['funk', 'motown']",2773785,0.774,0.651,23sbjxh3Q6D3MWWapmJy2c,3.482,0.356,0.0996,76.01,1,0,eye man life eyed make happy eyed treat right eyed buy flower every single day eyed give power eyed whatever say eye heard man said hed wrong youre youd think youre one behind song sure know got plenty yeah sleeve got want go leave sunday roof right game like came another best believe party crackin,29,0.327,0.703,4,189440,0,1
485,On the Couch,Prince,75,"['funk', 'motown']",2773785,0.655,0.337,0Y2nl5FBXqFOwduXQ3jndf,8.669,0.0867,0.657,117.557,7,0,come babe ooh ooh dont make sleep love tv baby ooh wanna go south yeah come baby come baby sleep alone oh yes thats people aint got nobody know,28,0.181,0.272,3,213720,0,1
486,Dear Mr. Man,Prince,75,"['funk', 'motown']",2773785,0.871,0.531,26nXtAXEGkdPfBlrFj2rDg,6.383,0.185,0.255,86.841,8,0.000347,whats wrong world thing got 2 get better show say maybe write letter said dear mr man dont understand poor people keep struggling u dont hand 5 5 say earth wanna way u since day said 2 kill sin started every single war people,33,0.0798,0.494,4,254573,0,1
487,Reflection,Prince,75,"['funk', 'motown']",2773785,0.779,0.484,0YKKBRw64nebKldJfTfykX,5.993,0.0786,0.237,97.108,4,0.00244,two seven together like time trying catch glass fall without turn stereo wanna play old song love eye remember water today eye forgot look moon eye busy said eye busy eye busy,28,0.105,0.509,4,184627,0,1
488,Here We Go Again,Ray Charles,68,"['adult standards', 'christmas', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1252682,0.622,0.299,1bhuvevmcDLS2fyLjIqSDW,12.653,0.0299,0.638,99.718,10,0.00149,go shes back town ill take back one time go phone ring ill fool one time,50,0.0916,0.424,3,238307,1,0
489,Sweet Potato Pie,Ray Charles,68,"['adult standards', 'christmas', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1252682,0.596,0.474,7FORSqVeo5krjnVjDmxbU6,10.037,0.0541,0.49,65.078,0,0,oh lord feel fine today im walking cloud nine today im line today happiness finally mine today guess im lucky guy im tell sweet pie im love reason left coast shes little,36,0.0365,0.624,4,226227,0,0
490,You Don't Know Me,Ray Charles,68,"['adult standards', 'christmas', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1252682,0.327,0.427,6OzS0wbTMo9EepLStp7Xyn,8.952,0.0387,0.744,186.717,3,0,give hand say hello hardly speak heart beating anyone tell think know well dont know dont know one dream night kiss lip hold tight oh im friend,44,0.141,0.283,3,234013,0,0
491,Sorry Seems To Be The Hardest Word,Ray Charles,68,"['adult standards', 'christmas', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1252682,0.493,0.403,69YSemuIb3n0bdns2Zn6AT,8.798,0.0295,0.73,120.155,5,0.000479,got make love got make care lightning strike wake find youre got make want hmm got heard say sorry seems word sad sad sad sad situation,33,0.116,0.219,4,237880,0,0
492,Fever,Ray Charles,68,"['adult standards', 'christmas', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1252682,0.647,0.425,1HiTKXJKNyMib5bwRT9RMv,10.216,0.265,0.36,131.821,11,0,fever written never know much love never know much care put arm around get fever thats hard bear give fever kiss fever hold tight fever morning fever night sun light moon light night light call name know im gonna treat right give fever kiss fever hold tight fever morning,36,0.105,0.377,4,209587,0,0
493,Do I Ever Cross Your Mind?,Ray Charles,68,"['adult standards', 'christmas', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1252682,0.554,0.393,74jigG6I8755uaMAwNYhcX,9.036,0.0315,0.543,134.756,2,4.02E-05,ever cross mind darlin ever see situation somewhere somehow trigger memory ever wonder time honey ever ever cross mind ever want know dream go endlessly run somehow,28,0.12,0.315,4,273813,0,0
494,It Was A Very Good Year,Ray Charles,68,"['adult standards', 'christmas', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1252682,0.23,0.204,38kPLfBJNufvcu7s9TEPA4,11.519,0.0321,0.833,87.058,2,0.00606,seventeen good year good year small town girl soft summer night wed hide light green seventeen good year,21,0.189,0.0634,3,298520,0,0
495,Hey Girl,Ray Charles,68,"['adult standards', 'christmas', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1252682,0.461,0.468,76bDXanbZMtflVqksK3NGF,9.889,0.0371,0.625,74.488,7,0.000744,hey girl want know im gonna miss much go hey girl ill tell lie something deep inside going die say long goodbye,22,0.136,0.494,4,314680,0,0
496,Sinner's Prayer,Ray Charles,68,"['adult standards', 'christmas', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1252682,0.711,0.544,2a6kPKADpA67DIj6GeaBfs,7.807,0.0438,0.613,101.849,9,0.00166,lord mercy lord mercy lord mercy lord mercy well ive done somebody wrong lord mercy please used plenty money clothes town,34,0.109,0.51,3,263880,0,0
497,Heaven Help Us All,Ray Charles,68,"['adult standards', 'christmas', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1252682,0.495,0.558,7yT5YYt924G7UnGASmh0Gk,8.749,0.0696,0.269,83.272,5,0,heaven help boy never home heaven help girl walk street alone heaven help rose bomb begin fall lord wont help u heaven help black man struggle one day heaven help white man turn back away heaven help man kick man crawl heaven help u heaven help u heaven help u help u,22,0.24,0.549,4,271773,0,0
498,Over The Rainbow,Ray Charles,68,"['adult standards', 'christmas', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1252682,0.177,0.281,2WTkEgmGtRkND3sjZFFwN7,11.467,0.0317,0.87,87.85,3,0.000342,somewhere rainbow way high land heard somewhere rainbow sky blue dream dream really come true,20,0.26,0.103,4,293600,0,0
499,Crazy Love  Live,Ray Charles,68,"['adult standards', 'christmas', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",1252682,0.586,0.676,4tVl5r635bQrnWhm2Ron54,7.174,0.163,0.468,147.834,7,0,hear heart beat thousand mile heaven open every time smile come thats belong im running like river song give love love love love crazy love give love love love love crazy love shes got fine sense im feeling low come sun go take away trouble take away take away night like thief,31,0.788,0.639,4,224840,0,0
500,Five Colours In Her Hair,McFly,60,"['boy band', 'europop', 'hollywood', 'pop punk', 'postteen pop']",275906,0.485,0.904,26QkYH0dmzPQBprter9Jsw,3.334,0.0489,0.0216,97.885,7,0,doo doo doo doo doo dooo doo doo doo doo doo dooo doo doo doo doo doo dooo shes got lip ring five color hair love clothes wear always hidden dont care everybody want know name threw house party came everyone asked hell,52,0.178,0.622,4,177453,1,0
501,Obviously,McFly,60,"['boy band', 'europop', 'hollywood', 'pop punk', 'postteen pop']",275906,0.652,0.867,6EsnG6BmZ6U7NxicrO8tDJ,2.323,0.0304,0.176,130.624,1,0,ive girl world believe shes got boyfriend drive round bend cause hed kill many night find thinkin cause shes win keep know never good enough never good enough,53,0.104,0.767,4,198880,1,0
